Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2017-07-14 00:00:00-04:00,34.11164662961791,34.11164662961791,34.09809112548828,34.09809112548828,200,0.0,0.0,0.0
2017-07-17 00:00:00-04:00,34.09809112548828,34.09809112548828,34.09809112548828,34.09809112548828,100,0.0,0.0,0.0
2017-07-18 00:00:00-04:00,34.09809112548828,34.09809112548828,34.09809112548828,34.09809112548828,100,0.0,0.0,0.0
2017-07-19 00:00:00-04:00,34.226866118471015,34.233642578125,34.226866118471015,34.233642578125,300,0.0,0.0,0.0
2017-07-20 00:00:00-04:00,34.233642578125,34.233642578125,34.233642578125,34.233642578125,2000,0.0,0.0,0.0
2017-07-21 00:00:00-04:00,34.233642578125,34.233642578125,34.233642578125,34.233642578125,100,0.0,0.0,0.0
2017-07-24 00:00:00-04:00,34.301422119140625,34.301422119140625,34.301422119140625,34.301422119140625,100,0.0,0.0,0.0
2017-07-25 00:00:00-04:00,34.301422119140625,34.301422119140625,34.301422119140625,34.301422119140625,0,0.0,0.0,0.0
2017-07-26 00:00:00-04:00,34.301422119140625,34.301422119140625,34.301422119140625,34.301422119140625,0,0.0,0.0,0.0
2017-07-27 00:00:00-04:00,34.301422119140625,34.301422119140625,34.301422119140625,34.301422119140625,0,0.0,0.0,0.0
2017-07-28 00:00:00-04:00,34.301422119140625,34.301422119140625,34.301422119140625,34.301422119140625,0,0.0,0.0,0.0
2017-07-31 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,100,0.0,0.0,0.0
2017-08-01 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-02 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-03 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-04 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-07 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-08 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-09 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-10 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-11 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-14 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,100,0.0,0.0,0.0
2017-08-15 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-16 00:00:00-04:00,34.24720764160156,34.24720764160156,34.24720764160156,34.24720764160156,0,0.0,0.0,0.0
2017-08-17 00:00:00-04:00,34.32108688354492,34.32108688354492,34.32108688354492,34.32108688354492,400,0.0,0.0,0.0
2017-08-18 00:00:00-04:00,34.36919021606445,34.36919021606445,34.36919021606445,34.36919021606445,100,0.0,0.0,0.0
2017-08-21 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,100,0.0,0.0,0.0
2017-08-22 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,0,0.0,0.0,0.0
2017-08-23 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,100,0.0,0.0,0.0
2017-08-24 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,0,0.0,0.0,0.0
2017-08-25 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,100,0.0,0.0,0.0
2017-08-28 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,0,0.0,0.0,0.0
2017-08-29 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,0,0.0,0.0,0.0
2017-08-30 00:00:00-04:00,34.32174301147461,34.32174301147461,34.32174301147461,34.32174301147461,100,0.0,0.0,0.0
2017-08-31 00:00:00-04:00,34.531856536865234,34.531856536865234,34.531856536865234,34.531856536865234,200,0.0,0.0,0.0
2017-09-01 00:00:00-04:00,34.554308654010086,34.554308654010086,34.52027893066406,34.52027893066406,200,0.213,0.0,0.0
2017-09-05 00:00:00-04:00,34.52027893066406,34.52027893066406,34.52027893066406,34.52027893066406,0,0.0,0.0,0.0
2017-09-06 00:00:00-04:00,34.62236785888672,34.62236785888672,34.62236785888672,34.62236785888672,200,0.0,0.0,0.0
2017-09-07 00:00:00-04:00,34.62236785888672,34.62236785888672,34.62236785888672,34.62236785888672,0,0.0,0.0,0.0
2017-09-08 00:00:00-04:00,34.62236785888672,34.62236785888672,34.62236785888672,34.62236785888672,0,0.0,0.0,0.0
2017-09-11 00:00:00-04:00,34.62236785888672,34.62236785888672,34.62236785888672,34.62236785888672,0,0.0,0.0,0.0
2017-09-12 00:00:00-04:00,34.42499923706055,34.42499923706055,34.42499923706055,34.42499923706055,200,0.0,0.0,0.0
2017-09-13 00:00:00-04:00,34.45902633666992,34.45902633666992,34.45902633666992,34.45902633666992,1000,0.0,0.0,0.0
2017-09-14 00:00:00-04:00,34.40459060668945,34.40459060668945,34.40459060668945,34.40459060668945,200,0.0,0.0,0.0
2017-09-15 00:00:00-04:00,34.40459060668945,34.40459060668945,34.40459060668945,34.40459060668945,0,0.0,0.0,0.0
2017-09-18 00:00:00-04:00,34.45902633666992,34.45902633666992,34.45902633666992,34.45902633666992,100,0.0,0.0,0.0
2017-09-19 00:00:00-04:00,34.418209075927734,34.418209075927734,34.418209075927734,34.418209075927734,600,0.0,0.0,0.0
2017-09-20 00:00:00-04:00,34.35014724731445,34.35014724731445,34.35014724731445,34.35014724731445,400,0.0,0.0,0.0
2017-09-21 00:00:00-04:00,34.35014724731445,34.35014724731445,34.35014724731445,34.35014724731445,0,0.0,0.0,0.0
