Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-04-27 00:00:00-04:00,2.6671274900979443,2.6684610843658447,2.6671274900979443,2.6684610843658447,24200,0.0,0.0
2005-04-28 00:00:00-04:00,2.6671290383247497,2.6697962284088135,2.6671290383247497,2.6697962284088135,34200,0.0,0.0
2005-04-29 00:00:00-04:00,2.6697969458209174,2.6697969458209174,2.6671297550201416,2.6671297550201416,12100,0.0,0.0
2005-05-02 00:00:00-04:00,2.673796293681418,2.680464267730713,2.667128573989326,2.680464267730713,15100,0.0,0.0
2005-05-03 00:00:00-04:00,2.680465485766699,2.7471437304158344,2.6671297859654084,2.707136631011963,23900,0.0,0.0
2005-05-04 00:00:00-04:00,2.723139521644975,2.723139521644975,2.68179908118256,2.707136631011963,19700,0.0,0.0
2005-05-05 00:00:00-04:00,2.7071346931765734,2.7271383557380413,2.6737955947169745,2.6937992572784424,24400,0.0,0.0
2005-05-06 00:00:00-04:00,2.7071355449829917,2.73247333900488,2.693800104888834,2.700467824935913,17900,0.0,0.0
2005-05-09 00:00:00-04:00,2.727138251100241,2.7338059687934724,2.6951324939727788,2.6951324939727783,22600,0.0,0.0
2005-05-10 00:00:00-04:00,2.6871332084886856,2.713804608091267,2.6871332084886856,2.707136631011963,22900,0.0,0.0
2005-05-11 00:00:00-04:00,2.7071343335868225,2.7071343335868225,2.6737952395556692,2.687130928039551,24500,0.0,0.0
2005-05-12 00:00:00-04:00,2.700467858941095,2.7324733734130864,2.673796469702493,2.732473373413086,23600,0.0,0.0
2005-05-13 00:00:00-04:00,2.727140426635742,2.7338081496480497,2.6938013028595464,2.727140426635742,9400,0.0,0.0
2005-05-16 00:00:00-04:00,2.7138024725731245,2.73247228498908,2.7018003776322628,2.7204701900482178,11800,0.0,0.0
2005-05-17 00:00:00-04:00,2.7204712394343655,2.7204712394343655,2.700467824935913,2.700467824935913,7200,0.0,0.0
2005-05-18 00:00:00-04:00,2.707136748884162,2.747143850029994,2.704469812293636,2.727140426635742,30600,0.0,0.0
2005-05-19 00:00:00-04:00,2.727138506325981,2.7338062246432266,2.673795742359418,2.708468437194824,25900,0.0,0.0
2005-05-20 00:00:00-04:00,2.700467824935913,2.7138035193872865,2.6897993202462573,2.700467824935913,20500,0.0,0.0
2005-05-23 00:00:00-04:00,2.7004677062266547,2.7004677062266547,2.673796318496349,2.699134111404419,15700,0.0,0.0
2005-05-24 00:00:00-04:00,2.6938011855679895,2.713804608091267,2.680465485766699,2.707136631011963,18100,0.0,0.0
2005-05-25 00:00:00-04:00,2.7004667832658207,2.73247228498908,2.6937990657907274,2.7204701900482178,22000,0.0,0.0
2005-05-26 00:00:00-04:00,2.733805710554586,2.7418070219020745,2.6831303995443574,2.687130928039551,22000,0.0,0.0
2005-05-27 00:00:00-04:00,2.6871307919408967,2.7071341964750295,2.675128698348999,2.675128698348999,18200,0.0,0.0
2005-05-31 00:00:00-04:00,2.6671297550201416,2.6791318592663176,2.6671297550201416,2.6671297550201416,120600,0.0,0.0
2005-06-01 00:00:00-04:00,2.6857983926129463,2.6857983926129463,2.667128573989326,2.680464267730713,13600,0.0,0.0
2005-06-02 00:00:00-04:00,2.673796293681418,2.680464267730713,2.667128573989326,2.680464267730713,77300,0.0,0.0
2005-06-03 00:00:00-04:00,2.667129870821176,2.6791319755884575,2.667129870821176,2.671130657196045,21300,0.0,0.0
2005-06-06 00:00:00-04:00,2.6737967591776632,2.6737967591776632,2.6671290383247497,2.6697962284088135,10400,0.0,0.0
2005-06-07 00:00:00-04:00,2.667128573989326,2.680464267730713,2.667128573989326,2.680464267730713,21000,0.0,0.0
2005-06-08 00:00:00-04:00,2.680462458289302,2.680462458289302,2.6617923979116704,2.663125991821289,12200,0.0,0.0
2005-06-09 00:00:00-04:00,2.6671297550201416,2.6711305412213053,2.64312554652779,2.6671297550201416,51500,0.0,0.0
2005-06-10 00:00:00-04:00,2.6684621687991847,2.680464267730713,2.667128573989326,2.680464267730713,25300,0.0,0.0
2005-06-13 00:00:00-04:00,2.679130078128395,2.6924657689091314,2.669795170889023,2.673795700073242,16500,0.0,0.0
2005-06-14 00:00:00-04:00,2.683130383445408,2.700466600320465,2.667127506489348,2.6817967891693115,25600,0.0,0.0
2005-06-15 00:00:00-04:00,2.6751292945870304,2.6871313908539785,2.667127981861447,2.673795700073242,24100,0.0,0.0
2005-06-16 00:00:00-04:00,2.6751288013482504,2.6751288013482504,2.6671274900979443,2.6684610843658447,15900,0.0,0.0
2005-06-17 00:00:00-04:00,2.6671274900979443,2.6684610843658447,2.6644603015621424,2.6684610843658447,17500,0.0,0.0
2005-06-20 00:00:00-04:00,2.667127506489348,2.687130911916598,2.651124629533288,2.6817967891693115,18800,0.0,0.0
2005-06-21 00:00:00-04:00,2.673795700073242,2.6871313908539785,2.665794387347659,2.673795700073242,18800,0.0,0.0
2005-06-22 00:00:00-04:00,2.6671285987423747,2.699134111404419,2.6671285987423747,2.699134111404419,24700,0.0,0.0
