Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2026-06-23 00:00:00+09:00,4015.0,0.0,4015.0,4015.0,4015.0,1200,0.0
2026-06-24 00:00:00+09:00,,,,,,0,6.389776357827476e-06
