Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2026-05-27 00:00:00+09:00,1719.0,1745.0,1648.0,1653.0,87100,0.0,0.0
2026-05-28 00:00:00+09:00,,,,,0,24.0,0.0
