Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2026-06-18 00:00:00+09:00,963.0,0.0,963.0,963.0,963.0,2200,0.0
2026-06-19 00:00:00+09:00,,,,,,0,4.734436015044144e-07
