Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2026-06-11 00:00:00+09:00,1144.0,0.0,1145.0,1143.0,1143.0,338000,0.0
2026-06-12 00:00:00+09:00,,,,,,0,6.522147189991582e-08
