Date,Close,Dividends,High,Low,Open,Volume,Stock Splits
2026-06-15 00:00:00+09:00,2184.0,0.0,2188.0,2184.0,2186.0,551600,0.0
2026-06-16 00:00:00+09:00,,,,,,0,4.25531914893617e-08
