Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2024-01-25 00:00:00-05:00,13.563193321228027,13.616767864552376,13.527477242857953,13.572122553705164,31969,0.0,0.0
2024-01-26 00:00:00-05:00,13.072097778320312,13.598909734362824,12.893516530535328,13.598909734362824,56066,0.0,0.0
2024-01-29 00:00:00-05:00,13.21496295928955,13.259608274154633,13.107814714536486,13.170317644424468,14437,0.0,0.0
2024-01-30 00:00:00-05:00,13.170316696166992,13.304163219577138,13.125671384516354,13.241748854192615,19708,0.0,0.0
2024-01-31 00:00:00-05:00,13.152459144592285,13.259608240612858,13.125672296356418,13.21496292586071,21417,0.0,0.0
2024-02-01 00:00:00-05:00,13.08995532989502,13.19710356713311,13.081026097240555,13.19710356713311,11866,0.0,0.0
2024-02-02 00:00:00-05:00,12.95602035522461,13.08736591143044,12.929232657035863,13.08736591143044,25557,0.0,0.0
2024-02-05 00:00:00-05:00,12.964949607849121,13.036292355175561,12.956020375105837,13.036292355175561,12194,0.0,0.0
2024-02-06 00:00:00-05:00,12.902445793151855,13.036381729301178,12.884588179255045,13.014058647507042,30553,0.0,0.0
2024-02-07 00:00:00-05:00,12.732794761657715,12.991647140850269,12.732794761657715,12.947091239879583,27603,0.0,0.0
2024-02-08 00:00:00-05:00,12.911375045776367,12.979682058248594,12.706006950646165,12.706006950646165,25658,0.0,0.0
2024-02-09 00:00:00-05:00,12.813156127929688,13.036381838510076,12.741723968667044,12.900214018809878,113989,0.0,0.0
2024-02-12 00:00:00-05:00,12.95602035522461,13.036381746713841,12.920304275844783,13.018523281254678,102259,0.0,0.0
2024-02-13 00:00:00-05:00,13.027453422546387,13.125672434806283,12.94709202545258,12.991737340675646,31692,0.0,0.0
2024-02-14 00:00:00-05:00,13.027453422546387,13.081027119583217,12.991737340675646,13.081027119583217,15642,0.0,0.0
2024-02-15 00:00:00-05:00,13.072097778320312,13.223891328014451,13.036381699071017,13.036381699071017,44392,0.0,0.0
2024-02-16 00:00:00-05:00,13.179245948791504,13.420329269608967,13.018523167220865,13.045310013636474,81911,0.0,0.0
2024-02-20 00:00:00-05:00,13.170316696166992,13.214962007817629,13.116742151878528,13.214962007817629,28282,0.0,0.0
2024-02-21 00:00:00-05:00,13.036380767822266,13.170315842554906,12.947090150308213,13.170315842554906,43765,0.0,0.0
2024-02-22 00:00:00-05:00,13.295323371887207,13.30425175296868,13.036381586677647,13.036381586677647,77420,0.0,0.0
2024-02-23 00:00:00-05:00,13.25960922241211,13.313182922850674,13.21496390435423,13.313182922850674,42908,0.0,0.0
2024-02-26 00:00:00-05:00,13.393543243408203,13.393543243408203,13.214962837137136,13.304252614503396,43474,0.0,0.0
2024-02-27 00:00:00-05:00,13.348897933959961,13.616768969236253,13.304252619490821,13.616768969236253,49966,0.0,0.0
2024-02-28 00:00:00-05:00,13.348897933959961,13.348897933959961,13.304252619490821,13.331040319095433,21315,0.0,0.0
2024-02-29 00:00:00-05:00,13.348897933959961,13.3935432484291,13.299788854428598,13.3935432484291,42071,0.0,0.0
2024-03-01 00:00:00-05:00,13.304252624511719,13.357827172202613,13.259608161564277,13.348897938997707,31763,0.0,0.0
2024-03-04 00:00:00-05:00,13.277464866638184,13.331039410658049,13.214961941563748,13.331039410658049,36417,0.0,0.0
2024-03-05 00:00:00-05:00,13.393543243408203,13.411401709804583,13.25960815158954,13.348808517408422,173809,0.0,0.0
2024-03-06 00:00:00-05:00,13.393543243408203,13.393543243408203,13.304252614503396,13.393543243408203,6283,0.0,0.0
2024-03-07 00:00:00-05:00,13.393543243408203,13.447117791058796,13.304252614503396,13.304252614503396,253742,0.0,0.0
2024-03-08 00:00:00-05:00,13.389077186584473,13.40247103494102,13.250677493053972,13.393541802703322,14891,0.0,0.0
2024-03-11 00:00:00-04:00,13.348897933959961,13.3935432484291,13.259608156560228,13.3935432484291,9126,0.0,0.0
2024-03-12 00:00:00-04:00,13.438189506530762,13.438189506530762,13.214963770048652,13.30425355371833,59026,0.0,0.0
2024-03-13 00:00:00-04:00,13.572121620178223,13.61676692795461,13.38461200874813,13.393541240611091,84405,0.0,0.0
