Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-05-02 00:00:00-04:00,35.792103217320395,35.915401458740234,35.792103217320395,35.915401458740234,312000,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,36.10123837697503,36.10123837697503,36.077117919921875,36.077117919921875,200,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,36.131614685058594,36.131614685058594,36.131614685058594,36.131614685058594,100,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,36.30136787888589,36.30136787888589,36.216487884521484,36.216487884521484,100000,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,36.141441345214844,36.141441345214844,36.141441345214844,36.141441345214844,0,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,36.14948771147792,36.22096633911133,36.14948771147792,36.22096633911133,200,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,36.12714767456055,36.12714767456055,36.12714767456055,36.12714767456055,0,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,36.21201866874615,36.21201866874615,36.194149017333984,36.194149017333984,172700,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,36.270103454589844,36.270103454589844,36.270103454589844,36.270103454589844,0,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,36.51579284667969,36.51579284667969,36.51579284667969,36.51579284667969,0,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,36.5157981081257,36.5157981081257,36.449684143066406,36.449684143066406,300,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,36.381778717041016,36.381778717041016,36.381778717041016,36.381778717041016,100,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,36.347835540771484,36.347835540771484,36.347835540771484,36.347835540771484,0,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,36.4175173609506,36.4219856262207,36.39071458590548,36.4219856262207,137000,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,36.39071340245165,36.39071340245165,36.3889274597168,36.3889274597168,300,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,36.279027950073036,36.279027950073036,36.27277374267578,36.27277374267578,100,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,36.283499959417064,36.310302734375,36.283499959417064,36.310302734375,200,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,36.337117267888075,36.337117267888075,36.17272186279297,36.17272186279297,500,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,36.028873443603516,36.028873443603516,36.028873443603516,36.028873443603516,0,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,36.1476936340332,36.1476936340332,36.1476936340332,36.1476936340332,0,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,36.299583435058594,36.299583435058594,36.299583435058594,36.299583435058594,100,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,36.502925872802734,36.502925872802734,36.502925872802734,36.502925872802734,0,0.102,0.0,0.0
2024-06-04 00:00:00-04:00,36.66593551635742,36.66593551635742,36.66593551635742,36.66593551635742,0,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,36.75729751586914,36.75729751586914,36.75729751586914,36.75729751586914,100,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,36.764461517333984,36.764461517333984,36.764461517333984,36.764461517333984,100,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,36.513668458894585,36.513668458894585,36.47694396972656,36.47694396972656,500,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,36.421409606933594,36.421409606933594,36.421409606933594,36.421409606933594,100,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,36.56024932861328,36.56024932861328,36.56024932861328,36.56024932861328,0,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,36.712501525878906,36.712501525878906,36.712501525878906,36.712501525878906,100,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,36.903289794921875,36.903289794921875,36.903289794921875,36.903289794921875,0,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,36.94987487792969,36.94987487792969,36.94987487792969,36.94987487792969,100,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,36.81999206542969,36.81999206542969,36.81999206542969,36.81999206542969,0,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,36.96152114868164,36.96152114868164,36.96152114868164,36.96152114868164,100,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,36.8907585144043,36.8907585144043,36.8907585144043,36.8907585144043,100,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,36.89165496826172,36.89165496826172,36.89165496826172,36.89165496826172,300,0.0,0.0,0.0
2024-06-24 00:00:00-04:00,36.925689697265625,36.925689697265625,36.925689697265625,36.925689697265625,0,0.0,0.0,0.0
2024-06-25 00:00:00-04:00,36.90329046659708,36.9355354309082,36.90329046659708,36.9355354309082,100,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,36.76087951660156,36.76087951660156,36.76087951660156,36.76087951660156,100,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,36.816410064697266,36.816410064697266,36.816410064697266,36.816410064697266,100,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,36.66682815551758,36.66682815551758,36.66682815551758,36.66682815551758,100,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,36.46901389065153,36.46901389065153,36.45103073120117,36.45103073120117,600,0.156,0.0,0.0
2024-07-02 00:00:00-04:00,36.567920189345095,36.63985283514598,36.56342697143555,36.56342697143555,2000,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,36.74504852294922,36.74504852294922,36.74504852294922,36.74504852294922,100,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,36.864643736307656,36.92218780517578,36.864643736307656,36.92218780517578,200,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,36.94287109375,36.94287109375,36.94287109375,36.94287109375,100,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,36.899696350097656,36.899696350097656,36.899696350097656,36.899696350097656,100,0.0,0.0,0.0
